construccion¬forma¬observacion¬path¬place¬loc_fp¬verbo¬vb_path¬vb_place¬causativo¬F6¬F5¬F4¬F3¬F2¬F1¬S6¬S5¬S4¬S3¬S2¬S1¬fecha¬corpus
adv¬alrededor¬Me contó cómo recorría los callejones muerto de frío, entre olor a basura, a la salida del metro Insurgentes; con las patrullas dando vueltas alrededor, siempre a punto de encontrarlo.¬CON¬CON¬LOC¬dar N¬Comp-Manera¬locativo¬0¬0¬0¬0¬0¬0¬alrededor¬0¬0¬0¬0¬0¬alrededor¬2006¬CORPES MEX
adv¬alrededor¬¿Te acuerdas cuando jugábamos el juego de las sillas? ¿La emoción que daba correr alrededor hasta conseguir sentarnos en una?¬CON¬CON¬LOC¬correr¬Comp-Manera¬locativo¬0¬0¬0¬0¬0¬0¬alrededor¬0¬0¬0¬0¬0¬alrededor¬2006¬CORPES MEX
adv¬alrededor¬Así, los hermanos de la zorra de Logan en compañía de otros cuarenta desempleados de Logan y el puto nigeriano que quería ser alcalde llevaron el nafta por la noche al cobertizo mayor de la granja O'Conolly, y se lo vaciaron alrededor.¬CON¬CON¬LOC¬vaciar¬Comp-Fuente-Meta¬locativo¬0¬0¬0¬0¬0¬0¬alrededor¬0¬0¬0¬0¬0¬alrededor¬2006¬CORPES MEX
adv¬alrededor¬Caminó hacia la plaza para ver si lo veía desde la otra acera, sentado en alguna banca o caminando alrededor.¬CON¬CON¬LOC¬caminar¬Comp-Manera¬locativo¬0¬0¬0¬0¬0¬0¬alrededor¬0¬0¬0¬0¬0¬alrededor¬2006¬CORPES MEX
adv¬alrededor¬Sentía que todo alrededor se movía con especial lentitud, como si sucediera muy lejos de mí. ¬CON¬CON¬LOC¬moverse¬SI-Fuente-Meta¬locativo¬0¬0¬0¬0¬0¬0¬alrededor¬0¬0¬0¬0¬0¬alrededor¬2006¬CORPES MEX
adv¬alrededor¬Levantó las piernas y me las cruzó alrededor, sosteniéndose de mi cuello.¬CON¬CON¬LOC¬cruzar¬SI¬locativo¬1¬0¬0¬0¬0¬0¬alrededor¬0¬0¬0¬0¬0¬alrededor¬2006¬CORPES MEX
adv¬alrededor¬Y este amor es tan penetrante y enciende tanto el Alma que el cuerpo, que le anda alrededor, parece consumirse de tal modo como si estuviese dentro de un gran fuego¬FIG¬CON¬LOC¬andar¬Comp-Manera¬locativo¬0¬0¬0¬0¬0¬0¬alrededor¬0¬0¬0¬0¬0¬alrededor¬2008¬CORPES MEX
adv¬alrededor¬mueve los pies, acaricia el suelo, hacia el árbol viejo, da vueltas alrededor, se detiene, mira las hojas, las olfatea¬CON¬CON¬LOC¬dar N¬Comp-Manera¬locativo¬0¬0¬0¬0¬0¬0¬alrededor¬0¬0¬0¬0¬0¬alrededor¬2008¬CORPES MEX
adv¬alrededor¬Cuando me adapté, mi tiempo transcurría en una lentitud apacible y todo alrededor se movía más rápido.¬CON¬CON¬LOC¬moverse¬SI-Fuente-Meta¬locativo¬0¬0¬0¬0¬0¬0¬alrededor¬0¬0¬0¬0¬0¬alrededor¬2009¬CORPES MEX
adv¬alrededor¬Se monta al centro del plato, se baña con la nogada (aproximadamente 177 gramos), se espolvorea encima y alrededor la granada y las hojas de perejil.¬CON¬CON¬LOC¬espolvorear¬Comp-Meta¬locativo¬1¬0¬0¬0¬0¬0¬alrededor¬0¬0¬0¬0¬0¬alrededor¬2010¬CORPES MEX
adv¬alrededor¬Acomoda las sanguijuelas alrededor y déjalas beber un poco de sangre antes de comértelas.¬CON¬CON¬LOC¬acomodar¬Comp-Meta¬cambio-loc¬1¬0¬0¬0¬0¬0¬alrededor¬0¬0¬0¬0¬0¬alrededor¬2010¬CORPES MEX
adv¬alrededor¬Vuelve la música, Minerva quita una silla y ambos giran alrededor. ¬CON¬CON¬LOC¬girar¬Comp-Manera¬locativo¬0¬0¬0¬0¬0¬0¬alrededor¬0¬0¬0¬0¬0¬alrededor¬2010¬CORPES MEX
adv¬alrededor¬Lo lunar es algo que te baila alrededor y que no te abandona.¬FIG¬CON¬LOC¬bailar¬Comp-Manera¬locativo¬0¬0¬0¬0¬0¬0¬alrededor¬0¬0¬0¬0¬0¬alrededor¬2010¬CORPES MEX
adv¬alrededor¬ayer, cuando vi a Emily desnuda saliendo de la alberca, paseándose alrededor, la deseé con mucho más intensidad que con la que he deseado a cualquier otra mujer¬CON¬CON¬LOC¬pasearse¬Comp-Manera¬cambio-loc¬0¬0¬0¬0¬0¬0¬alrededor¬0¬0¬0¬0¬0¬alrededor¬2011¬CORPES MEX
adv¬alrededor¬giraba sobre un grupo de forajidos del viejo Oeste buscando venganza mientras su alrededor se desmorona.¬FIG¬CON¬LOC¬desmoronarse¬Comp-Manera¬cambio-forma|posición¬0¬0¬0¬0¬0¬0¬alrededor¬0¬0¬0¬0¬0¬alrededor¬2011¬CORPES MEX
adv¬abajo¬Como puedes ver, el tapete está allí quemado, los muros derruidos, el techo se ha venido abajo.¬CON¬CON¬LOC¬venirse¬SI-Meta¬lejos-cerca¬0¬0¬0¬0¬0¬0¬abajo¬0¬0¬0¬0¬0¬abajo¬1989¬CREA MEX
adv¬abajo¬Si saltan a balazos la chapa o la echan abajo a empellones, ¿en cuánto me saldrá el chistecito con la casera?¬CON¬CON¬LOC¬echar¬SI-Fuente-Meta¬cerca-lejos¬1¬0¬0¬0¬0¬0¬abajo¬0¬0¬0¬0¬0¬abajo¬1985¬CREA MEX
adv¬abajo¬puede ir creciendo con el tiempo, o puede venirse abajo en un instante.¬CON¬CON¬LOC¬venirse¬SI-Meta¬lejos-cerca¬0¬0¬0¬0¬0¬0¬abajo¬0¬0¬0¬0¬0¬abajo¬2001¬CREA MEX
adv¬abajo¬Se persignó y estuvo observando el tabernáculo, el gran crucifijo, desportillado, como a punto de venirse abajo de tan empinado¬CON¬CON¬LOC¬venirse¬SI-Meta¬lejos-cerca¬0¬0¬0¬0¬0¬0¬abajo¬0¬0¬0¬0¬0¬abajo¬1997¬CREA MEX
adv¬abajo¬También dentro de mí se han venido abajo muchas cosas¬FIG¬FIG¬NO-LOC¬venirse¬SI-Meta¬lejos-cerca¬0¬0¬0¬0¬0¬0¬abajo¬0¬0¬0¬0¬0¬abajo¬1989¬CREA MEX
adv¬abajo¬en 1915, se echaron abajo los árboles y los kioscos para la música¬CON¬CON¬LOC¬echar¬SI-Fuente-Meta¬cerca-lejos¬1¬0¬0¬0¬0¬0¬abajo¬0¬0¬0¬0¬0¬abajo¬1984¬CREA MEX
