ID¬ID_FORMA¬FORMA¬OBSERVACION¬PATH¬LOC¬LOC Fpp¬VERBO¬PATH_VB¬TOP VERBO¬Causa¬¬¬Notas¬AÑO¬CORPUS
1¬01_pp+pp¬a ante¬Non des a tu agua salida si non poco. Nin a la mugier nemigadera soltura de salir. Si non andidiere a to mandado confonderte a ante tos enemigos. Taiala de sus uoluntades porque non huse de ti mal siempre.¬SIN¬CON¬LOC¬confonder¬NO¬NO¬NO¬meta¬adelante¬¿confundir?¬1280¬CORDE
2¬01_pp+pp¬a contra¬por eso la impresión de que su deporte navega a contra corriente¬FIG¬FIG¬LOC¬navegar¬NO – C – Manera¬locativo¬NO¬meta¬oposición¬¬1976¬CREA
3¬01_pp+pp¬a en¬Con este concierto se bolvieron a en casa a comer, dando de parte del Gran Archipámpano un recado a don Quixote¬CON¬CON¬LOC¬volver¬SI – Meta¬lejos-cerca¬NO¬meta¬loc¬¬1614¬CORDE
4¬01_pp+pp¬a entre¬ay un punto entendido que quando el sol fuere en aquel punto a entre aquel punto …¬CON¬CON¬LOC¬ir¬SI – Fuente-Ruta-Meta¬cambio-loc¬NO¬meta¬en medio¬¬1256¬CORDE
5¬01_pp+pp¬a entre¬Y traerlaas a entre tu casa¬CON¬CON¬LOC¬traer¬SI – Meta¬cambio-loc¬SI¬meta¬dentro¬¬1553¬CORDE
6¬01_pp+pp¬a entre¬Y si no çercano tu hermano a ti, y no lo conocieres, y apañarloas a entre tu casa, y sera contigo fasta requerir tu hermano a el, y tornarloas a el. ¬SIN¬CON¬LOC¬apañar¬NO¬locativo¬SI¬meta¬dentro¬apañar como atrapar?¬1553¬CORDE
7¬01_pp+pp¬a entre¬En los frenos, las zapatas A y B están atraídas por el muelle 24, y son separadas cuando llega el líquido comprimido a entre los pistones de los cilindros de freno 25; aquéllos se separan apretando las zapatas¬CON¬CON¬LOC¬llegar¬SI – Meta¬lejos-cerca¬NO¬meta¬en medio¬¬1946¬CORDE
8¬01_pp+pp¬a so¬el dicho sennor rey, nuestro sennor, el dicho ora e dia, salio de la dicha yglesia a so el arbol del Guernica, que esta junto con la dicha yglesia; su alteza se asento en vna silla de piedra que esta so el dicho arbol¬CON¬CON¬LOC¬salir¬SI – Fuente-Meta¬dentro-fuera¬NO¬meta¬abajo¬¬1489¬CORDE
9¬01_pp+pp¬a so¬el calor del fuego subitamente atrae las humidades aquosas a so el cuero las quales no podientes dese fuego espessado el cuero fuera salir. quedantes ende mesmo alcançan esse cuero. & fazen vexigas: ¬CON¬CON¬LOC¬atraer¬SI – Meta¬lejos-cerca¬SI¬meta¬abajo¬¬1493¬CORDE
10¬01_pp+pp¬a sobre¬& tomara el sacerdote dela sangre del sacrifiçio perdonante error & ponerlo a sobre el frontal dela casa & alos quatro rrincones dela sala ala ara & sobre el frontal dela puerta dela sala de dentro & asi faras en siete dias del mes ¬CON¬CON¬LOC¬poner¬NO – C – Meta¬cambio-loc¬SI¬meta¬arriba¬¬1400¬CORDE
11¬01_pp+pp¬a sobre¬encima del vado, en vna pennuela que esta en vna pieça de Pero Çencunna de Oteo. E de ally sendero arriba a sobre la Penna Alta. ¬SIN¬CON¬LOC¬--¬--¬--¬¬meta¬arriba¬¬1479¬CORDE
12¬01_pp+pp¬de ante¬que se lle osase allegar, asy los cortaua con la espada a los vnos piernas, a los otros braços, a los otros cabeças. E desque fazia a los vnos foyr de ante sy, tornaua a los otros muy apriesa, e asi le dexauan todos el canpo. ¬CON¬CON¬LOC¬huir¬SI – Fuente¬cerca-lejos¬NO¬fuente¬adelante¬¬1270¬CORDE
13¬01_pp+pp¬de ante¬Si moysen. et samuel se me parassen delant; non se mourie la mi alma pora este pueblo. echalos de ante la mi faz. & saldran.¬CON¬CON¬LOC¬echar¬SI – Fuente-Meta¬cerca-lejos¬SI¬fuente¬adelante¬¬1280¬CORDE
14¬01_pp+pp¬de ante¬yd agora los omnes, e seruid a Dios, ca eso vos otros buscades. E desterrolos de ante las fazes de Faraon. E dixo Dios a Muysen: tiende tu mano sobre tierra de Egipto conla lagosta, ¬CON¬CON¬LOC¬desterrar¬SI – Fuente¬cerca-lejos¬SI¬fuente¬adelante¬¬1400¬CORDE
15¬01_pp+pp¬de ante¬como quando fuien las liebres de ante los galgos y don lançarote tenia vna lança¬CON¬CON¬LOC¬huir¬SI – Fuente¬cerca-lejos¬NO¬fuente¬adelante¬¬1414¬CORDE
16¬01_pp+pp¬de bajo¬despertando el marido salio de baxo la cama: & hallo su mujer que dormia.¬CON¬CON¬LOC¬salir¬SI – Fuente-Meta¬dentro-fuera¬NO¬fuente¬abajo¬¬1493¬CORDE
17¬01_pp+pp¬de bajo¬& puso se de baxo la cama: donde estuuo secreto¬CON¬CON¬LOC¬ponerse¬NO – C – Meta¬cambio-loc¬NO¬fuente¬abajo¬¬1493¬CORDE
18¬01_pp+pp¬de bajo¬cerca de las doce salió Ceberino de bajo el banco do estaba¬CON¬CON¬LOC¬salir¬SI – Fuente-Meta¬dentro-fuera¬NO¬fuente¬abajo¬¬1566¬CORDE
19¬01_pp+pp¬de bajo¬y a si leuantando se con su espada desnuda, començo a puncar de vaxo su cama: el cordero, cabrito, o cabron, començo a hablar pidiendo perdon¬SIN¬CON¬LOC¬punzar¬NO¬NO¬¬fuente¬abajo¬¬1619¬CORDE
20¬01_pp+pp¬de bajo¬Sacaba de bajo la bordada falda de su traje de tafetán¬CON¬CON¬LOC¬sacar¬SI – Fuente-Meta¬dentro-fuera¬SI¬fuente¬abajo¬¬1867¬CORDE
21¬01_pp+pp¬de bajo¬se descuelgan de las ventanas, se dejan caer por las hojas de las puertas, salen de bajo las losas descompuestas del piso¬CON¬CON¬LOC¬salir¬SI – Fuente-Meta¬dentro-fuera¬NO¬fuente¬abajo¬¬1885¬CORDE
22¬01_pp+pp¬de bajo¬Al tanteo extraje de bajo el lecho un par de botitas raídas. Junto a ellas coloqué riendas y bozal.¬CON¬CON¬LOC¬extraer¬SI – Fuente-Meta¬dentro-fuera¬SI¬fuente¬abajo¬¬1926¬CORDE
23¬01_pp+pp¬de bajo¬Zubaran, que en ese momento salía de bajo el chorro de la regadera, * nos recibió en su alcoba¬CON¬CON¬LOC¬salir¬SI – Fuente-Meta¬dentro-fuera¬NO¬fuente¬abajo¬¬1926¬CORDE MEX
24¬01_pp+pp¬de bajo¬Juan Valdivia se levanta sobresaltado. Se repone. Saca una pistola de bajo la almohada, y empuñándola, se acerca a la puerta.¬CON¬CON¬LOC¬sacar¬SI – Fuente-Meta¬dentro-fuera¬SI¬fuente¬abajo¬¬1975¬CREA MEX
25¬01_pp+pp¬de bajo¬moviéndose silenciosa en la penumbra, mimando una sonrisa burlona, extraía su macuto y una bolsa de cuero de bajo la cama, y luego anduvo remisa y tranquila¬CON¬CON¬LOC¬extraer¬SI – Fuente-Meta¬dentro-fuera¬SI¬fuente¬abajo¬¬1978¬CREA
26¬01_pp+pp¬de bajo¬Pues, en eso, de bajo la púrpura episcopal, sacaba Abelardo un espléndido muslo a relucir, que Eloísa recorría a punta de lengua¬CON¬CON¬LOC¬sacar¬SI – Fuente-Meta¬dentro-fuera¬SI¬fuente¬abajo¬¬1985¬CREA
27¬01_pp+pp¬de bajo¬Gervasio se incorporó, cogió una bota de bajo el cabezal y se la arrojó con violencia.¬CON¬CON¬LOC¬coger¬NO – C – Fuente¬contacto¬SI¬fuente¬abajo¬¬1987¬CREA
28¬01_pp+pp¬de bajo¬No se trata únicamente de sacar cosas de bajo tierra, sino de registrar, dejar constancia escrita y gráfica de todo lo que aparece, de forma que luego se puedan estudiar las relaciones de cada objeto con los demás y con las estructuras. ¬CON¬CON¬LOC¬sacar¬SI – Fuente-Meta¬dentro-fuera¬SI¬fuente¬abajo¬¬1990¬CREA
29¬01_pp+pp¬de bajo¬Ya no sé cuántas mañanas lo oí levantarse tarareando eso, a veces se paraba en la puerta de nuestro cuarto y lo chiflaba durante un rato hasta que nosotros empezábamos a sacar las cabezas de bajo las sábanas y a maldecir al sol y al padre madrugador que nos había tocado.¬CON¬CON¬LOC¬sacar¬SI – Fuente-Meta¬dentro-fuera¬SI¬fuente¬abajo¬¬1990¬CREA MEX
30¬01_pp+pp¬de bajo¬y de bajo la almohada sacó la carta del padre Pío, ¬CON¬CON¬LOC¬sacar¬SI – Fuente-Meta¬dentro-fuera¬SI¬fuente¬abajo¬¬1995¬CREA
31¬01_pp+pp¬de bajo¬Esos familiares de Nicolás que han salido de bajo las piedras…¬CON¬CON¬LOC¬salir¬SI – Fuente-Meta¬dentro-fuera¬NO¬fuente¬abajo¬¬2001¬CORPES
32¬01_pp+pp¬de bajo¬La joven sacó su pinkillo de bajo la manta, y ambos cruzaron la plaza al compás de la música¬CON¬CON¬LOC¬sacar¬SI – Fuente-Meta¬dentro-fuera¬SI¬fuente¬abajo¬¬2001¬CORPES
33¬01_pp+pp¬de bajo¬y, sacándole al criado a Doña Lambra de bajo las faldas de su manto, lo acuchillan sin piedad delante de ella¬CON¬CON¬LOC¬sacar¬SI – Fuente-Meta¬dentro-fuera¬SI¬fuente¬abajo¬¬2002¬CREA
34¬01_pp+pp¬de bajo¬El silencio es absoluto. De repente, se oye un rumor apagado y sordo que proviene de bajo tierra.¬CON¬CON¬LOC¬provenir¬SI – Fuente¬lejos-cerca¬NO¬fuente¬abajo¬¬2002¬CORPES
35¬01_pp+pp¬de bajo¬Hoy no debí haber salido de bajo las cobijas.¬CON¬CON¬LOC¬salir¬SI – Fuente-Meta¬dentro-fuera¬NO¬fuente¬abajo¬¬2003¬CORPES
36¬01_pp+pp¬de bajo¬Yo había visto bajar al chancho de su colgadera de bajo las parras y extenderlo sobre las mesas, en el patio de atrás.¬SIN¬CON¬LOC¬--¬--¬--¬¬fuente¬abajo¬¬2006¬CORPES
37¬01_pp+pp¬de bajo¬Lo agarré de esa pata, lo saqué de bajo el sofá: estaba tibio todavía pero duro, fijado en una posición ligeramente inverosímil. ¬CON¬CON¬LOC¬sacar¬SI – Fuente-Meta¬dentro-fuera¬SI¬fuente¬abajo¬¬2008¬CORPES
38¬01_pp+pp¬de bajo¬-Mejor así que en un hospital -dijo la camarera y sacó el velis de lona de bajo la cama.¬CON¬CON¬LOC¬sacar¬SI – Fuente-Meta¬dentro-fuera¬SI¬fuente¬abajo¬¬2011¬CORPES MEX
39¬01_pp+pp¬de bajo¬No jodás, bolita, sacó una bolsa de polvo blanco de bajo la almohada.¬CON¬CON¬LOC¬sacar¬SI – Fuente-Meta¬dentro-fuera¬SI¬fuente¬abajo¬¬2011¬CORPES
40¬01_pp+pp¬de contra¬E falló a sus servientes dormiendo e vio venir de contra el castillo de Camalote un cavallero armado e fazía el mayor duelo del mundo:¬CON¬CON¬LOC¬venir¬SI – Meta¬lejos-cerca¬NO¬fuente¬oposición¬¬1400¬CORDE
41¬01_pp+pp¬de contra¬Entonçes desçendio de contra el lecho vn pendonçillo E benia el yerro ardiendo y çentelleando como carbon¬CON¬CON¬LOC¬descender¬SI – Fuente-Meta¬arriba-abajo¬NO¬fuente¬oposición¬¬1414¬CORDE
42¬01_pp+pp¬de contra¬E como fallaron algunas cholas a que posieron fuego, e con el viento que venía de contra la villa ivan las llamas e el fumo sobre los del real, e quitávales la vista¬CON¬CON¬LOC¬venir¬SI – Meta¬lejos-cerca¬NO¬fuente¬oposición¬¬1430¬CORDE
43¬01_pp+pp¬de contra¬Viniendo las galeas remando, costeando la tierra, la mar calma, podría aver fasta Málaga quanto dos millas, e mediado el mes de mayo, el çielo muy claro, el sol a sudueste, levantóse a desora una niebla muy escura, que venía de contra la çivdad, e vino sobre las galeas¬CON¬CON¬LOC¬venir¬SI – Meta¬lejos-cerca¬NO¬fuente¬oposición¬¬1431¬CORDE
44¬01_pp+pp¬de entre¬"y el capitán diole [a la mujer] un papel viejo diciéndole: ""Lleva esta carta a unos cristianos"" que estaban una legua de allí, para soltar luego el perro desque la vieja saliese de entre la gente. "¬CON¬CON¬LOC¬salir¬SI – Fuente-Meta¬dentro-fuera¬NO¬fuente¬en medio¬¬1527¬CORDE
45¬01_pp+pp¬de entre¬E de entre esas seis hojas sale una flor blanca,¬SIN¬CON¬LOC¬salir¬NO-Aparecer¬dentro-fuera¬¬fuente¬en medio¬¬1535¬CORDE
